utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
22098,Becky,29,this penny .,this penny .,2,2,3,3,3,3,2,Becky/021011.cha,253,34.367,gay brownie .,babysitter huhlala .,cupid jammydodgers .,you needta put your your pennys in there don't you ?,no . you needta put your your pennys in there don't you ?,thank_you . no . you needta put your your pennys in there don't you ?
22099,Becky,29,"where's your pennys , mum ?",where's your pennys mum ?,4,6,6,6,5,6,4,Becky/021011.cha,256,34.367,sam's parent slop what's ?,squashing feet shadow patient's ?,peaked saver alien diesel ?,you needta put your your pennys in there don't you ?,no . you needta put your your pennys in there don't you ?,thank_you . no . you needta put your your pennys in there don't you ?
22100,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,265,34.367,new .,closer .,soakin .,can I buy something else ?,I've got some more pennys here . can I buy something else ?,you needta put your your pennys in there don't you ? I've got some more pennys here . can I buy something else ?
22101,Becky,29,can buy this .,can buy this .,3,3,3,3,3,3,3,Becky/021011.cha,268,34.367,beaker pooselim mane .,snails sleepy woggy .,raccoons hatch clara .,can I buy something else ?,I've got some more pennys here . can I buy something else ?,you needta put your your pennys in there don't you ? I've got some more pennys here . can I buy something else ?
22102,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,280,34.367,.,.,.,how much for tea ?,thank_you . how much for tea ?,oh . thank_you . how much for tea ?
22103,Becky,29,thirty pounds .,thirty pounds .,2,2,3,3,3,3,2,Becky/021011.cha,281,34.367,steve grumpy's .,crummy hound .,grandson tiptock .,how much for tea ?,thank_you . how much for tea ?,oh . thank_you . how much for tea ?
22104,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,287,34.367,walter .,yodeling .,pentagon .,thirty pounds ?,how much for tea ? thirty pounds ?,thank_you . how much for tea ? thirty pounds ?
22105,Becky,29,what ?,what ?,1,1,1,1,1,1,1,Becky/021011.cha,296,34.367,long ?,ham ?,fried ?,has all my pennys gone now ?,there you are . has all my pennys gone now ?,thirty pounds ? there you are . has all my pennys gone now ?
22106,Becky,29,can have +//.,can have .,2,3,2,3,2,2,2,Becky/021011.cha,302,34.367,dahdahdah orchid +//.,have dir +//.,sheeps tiggery +//.,all my pennys gone now ?,has all my pennys gone now ? all my pennys gone now ?,there you are . has all my pennys gone now ? all my pennys gone now ?
22107,Becky,29,you hafta have them .,you hafta have them .,4,4,5,6,5,5,4,Becky/021011.cha,305,34.367,horn salted playing hatching .,shifts robin's mailman snapping .,scot belt grr fastest .,all my pennys gone now ?,has all my pennys gone now ? all my pennys gone now ?,there you are . has all my pennys gone now ? all my pennys gone now ?
22108,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,311,34.367,dee .,lulu .,signed .,I've given them to you to buy him .,all my pennys gone now ? I've given them to you to buy him .,has all my pennys gone now ? all my pennys gone now ? I've given them to you to buy him .
22109,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,317,34.367,merry .,snotty .,toptie .,they keep jumping out don't they ?,I've given them to you to buy him . they keep jumping out don't they ?,all my pennys gone now ? I've given them to you to buy him . they keep jumping out don't they ?
22110,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,327,34.367,.,.,.,.,put them on the tray . .,oh . put them on the tray . .
22111,Becky,29,gotta keep those .,gotta keep those .,3,3,4,5,4,4,3,Becky/021011.cha,334,34.367,note slime need .,axel slop scribbling .,thirteen her's parents .,there .,oh . there .,. oh . there .
22112,Becky,29,gotta keep those .,gotta keep those .,3,3,4,5,4,4,3,Becky/021011.cha,337,34.367,ke who's snow .,dotted jumpty rexy .,switching hat lid .,there .,oh . there .,. oh . there .
22113,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,343,34.367,don .,dripped .,bid .,we're going to keep those are we ?,there . we're going to keep those are we ?,oh . there . we're going to keep those are we ?
22114,Becky,29,we can keep him and him and him .,we can keep him and him and him .,8,8,8,8,8,8,8,Becky/021011.cha,346,34.367,yoyoyacht chugging ouchie tushy dress weaky califor let .,pachycephalosaurus truckbot goldidocks tis sheets rex's halves swiss .,jugglers juniper wallpaper rrr baggage bunnykins fishie atechoo .,we're going to keep those are we ?,there . we're going to keep those are we ?,oh . there . we're going to keep those are we ?
22115,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,355,34.367,plants .,oatmeal .,jason .,do you wanna put those back in here then ?,okay . do you wanna put those back in here then ?,we're going to keep those are we ? okay . do you wanna put those back in here then ?
22116,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,364,34.367,made .,prodigal .,beater .,put him to bed .,maybe he can go to bed can't he ? put him to bed .,do you wanna put those back in here then ? maybe he can go to bed can't he ? put him to bed .
22117,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,376,34.367,superduper .,zawelly .,salter .,shall we put him back in the box now then ?,tuck him up then . shall we put him back in the box now then ?,does he want his pillow ? tuck him up then . shall we put him back in the box now then ?
22118,Becky,29,what did he do ?,what did he do ?,4,5,4,4,4,4,4,Becky/021011.cha,381,34.367,yoyo stop bluebells bath ?,artis rains noon footprints ?,cement portishead toasted bertthe ?,shall we put him back in the box now then ?,tuck him up then . shall we put him back in the box now then ?,does he want his pillow ? tuck him up then . shall we put him back in the box now then ?
22119,Becky,29,&~a:h .,.,0,0,0,0,0,0,0,Becky/021011.cha,387,34.367,.,.,.,he licked your nose .,shall we put him back in the box now then ? he licked your nose .,tuck him up then . shall we put him back in the box now then ? he licked your nose .
22120,Becky,29,now .,now .,1,1,1,1,1,1,1,Becky/021011.cha,389,34.367,forgot .,hannah's .,monorail .,.,he licked your nose . .,shall we put him back in the box now then ? he licked your nose . .
22121,Becky,29,can go home now .,can go home now .,4,4,4,5,4,4,4,Becky/021011.cha,392,34.367,bamp dumps sorted isn't .,fat somebody wiggles pajamas .,mangoes siren shelves owned .,.,he licked your nose . .,shall we put him back in the box now then ? he licked your nose . .
22122,Becky,29,&-um Caroline .,Caroline .,1,1,3,4,3,3,1,Becky/021011.cha,404,34.367,diggers .,mornin .,cmon .,tell Caroline where Sukie is at the moment .,wait . tell Caroline where Sukie is at the moment .,yes . wait . tell Caroline where Sukie is at the moment .
22123,Becky,29,Sukie at [/] at grandma's house .,Sukie at at grandma's house .,5,5,6,8,6,6,5,Becky/021011.cha,410,34.367,isn't blackcurrant tinman fluff fitting .,cupcakes roundabouts swam seesaws melissa's .,containers bashing tick nail special .,tell Caroline where Sukie is at the moment .,wait . tell Caroline where Sukie is at the moment .,yes . wait . tell Caroline where Sukie is at the moment .
22124,Becky,29,and so she's staying with her .,and so she's staying with her .,6,7,6,6,7,6,6,Becky/021011.cha,413,34.367,nails catch crumpled squishing melting pre .,onto shoot dribbly loura weewahwahwah w .,bowen free male cleanin stomach pig .,tell Caroline where Sukie is at the moment .,wait . tell Caroline where Sukie is at the moment .,yes . wait . tell Caroline where Sukie is at the moment .
22125,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,419,34.367,fag .,oops .,doo .,tell Caroline where Sukie is at the moment .,wait . tell Caroline where Sukie is at the moment .,yes . wait . tell Caroline where Sukie is at the moment .
22126,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,431,34.367,lunchbox .,gases .,into .,we're going to fetch him aren't we ?,and when are we . we're going to fetch him aren't we ?,right . and when are we . we're going to fetch him aren't we ?
22127,Becky,29,at home .,at home .,2,2,2,3,2,2,2,Becky/021011.cha,434,34.367,drunken sell .,yah puffin .,sto towrope .,we're going to fetch him aren't we ?,and when are we . we're going to fetch him aren't we ?,right . and when are we . we're going to fetch him aren't we ?
22128,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,440,34.367,tummyache .,carseat .,guitars .,at grandma's home .,we're going to fetch him aren't we ? at grandma's home .,and when are we . we're going to fetch him aren't we ? at grandma's home .
22129,Becky,29,&-um to there .,to there .,2,2,2,3,2,2,2,Becky/021011.cha,449,34.367,anemone ursler .,volcano lightning .,thank we'll .,do you know ?,when are we going ? do you know ?,at grandma's home . when are we going ? do you know ?
22130,Becky,29,don't know .,don't know .,2,3,2,2,2,2,2,Becky/021011.cha,455,34.367,ditiduck woowoowoo .,stickle unmouthed .,honeybee mikes .,when ?,do you know ? when ?,when are we going ? do you know ? when ?
22131,Becky,29,on Wednesday .,on Wednesday .,2,2,4,4,5,4,2,Becky/021011.cha,461,34.367,lantern tree's .,humps ants .,sense promptly .,we're going on Wednesday .,when ? we're going on Wednesday .,do you know ? when ? we're going on Wednesday .
22132,Becky,29,don't know .,don't know .,2,3,2,2,2,2,2,Becky/021011.cha,467,34.367,pins howie .,vash waggle .,stoled fox's .,and what're we going to do with him ?,we're going on Wednesday . and what're we going to do with him ?,when ? we're going on Wednesday . and what're we going to do with him ?
22133,Becky,29,&-um I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/021011.cha,479,34.367,macks toward sturdy .,toby sick liking .,canoe busses bandana .,what what does he go in when he's in the car with us ?,or . what what does he go in when he's in the car with us ?,are we going to bring him back here ? or . what what does he go in when he's in the car with us ?
22134,Becky,29,the box .,the box .,2,2,2,2,2,2,2,Becky/021011.cha,488,34.367,anchors soo .,chalks teacher's .,parasaurolophus strength .,you do .,yes . you do .,what what does he go in when he's in the car with us ? yes . you do .
22135,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,494,34.367,cha .,brea .,bake .,in a box .,you do . in a box .,yes . you do . in a box .
22136,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,500,34.367,cousins .,rainin .,plate .,and does he like being in a box ?,in a box . and does he like being in a box ?,you do . in a box . and does he like being in a box ?
22137,Becky,29,no .,no .,1,1,1,1,1,1,1,Becky/021011.cha,509,34.367,board .,audubon .,deet .,he doesn't .,no . he doesn't .,and does he like being in a box ? no . he doesn't .
22138,Becky,29,don't know .,don't know .,2,3,2,2,2,2,2,Becky/021011.cha,515,34.367,hospital dare .,bate hevey .,patty egg's .,what does he do when he's in his box ?,he doesn't . what does he do when he's in his box ?,no . he doesn't . what does he do when he's in his box ?
22139,Becky,29,mieow@o .,mieow .,1,1,1,1,1,1,1,Becky/021011.cha,521,34.367,throwing .,wont .,noah .,what does he say ?,what does he do when he's in his box ? what does he say ?,he doesn't . what does he do when he's in his box ? what does he say ?
22140,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,527,34.367,chatty .,vet .,center .,he does doesn't he ?,what does he say ? he does doesn't he ?,what does he do when he's in his box ? what does he say ? he does doesn't he ?
22141,Becky,29,when we drive home .,when we drive home .,4,4,4,6,4,4,4,Becky/021011.cha,530,34.367,handcuffs doodoodooduh snowmen squishy .,mott thirty tots de .,cuttin downtown nook rubbers .,he does doesn't he ?,what does he say ? he does doesn't he ?,what does he do when he's in his box ? what does he say ? he does doesn't he ?
22142,Becky,29,when do we drive home ?,when do we drive home ?,5,5,5,7,5,5,5,Becky/021011.cha,542,34.367,penguin morrow jappy snatched messpot ?,glib icecreams lava whistle crazies ?,kitties crom fridge gave spend ?,when we drive home .,yes . when we drive home .,he does . yes . when we drive home .
22143,Becky,29,&-um I went to nursery school yesterday .,I went to nursery school yesterday .,6,7,10,10,11,10,6,Becky/021011.cha,545,34.367,melt trams emergency screwdriver cha spike .,cabby water's wheelbarrows dyllis zebra pokey .,italy multicolored adjective anne dies grandad's .,when we drive home .,yes . when we drive home .,he does . yes . when we drive home .
22144,Becky,29,yes .,yes .,1,1,1,1,1,1,1,Becky/021011.cha,551,34.367,boobs .,daggie .,macdon .,today you went didn't you ?,when we drive home . today you went didn't you ?,yes . when we drive home . today you went didn't you ?
22145,Becky,29,I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/021011.cha,557,34.367,dollars cauliflower kennel .,amps peppers daughters .,dips tramp waldron .,what did you do at nursery apart from oranges and lemons ?,today you went didn't you ? what did you do at nursery apart from oranges and lemons ?,when we drive home . today you went didn't you ? what did you do at nursery apart from oranges and lemons ?
22146,Becky,29,no .,no .,1,1,1,1,1,1,1,Becky/021011.cha,563,34.367,coo .,waffle .,little .,you don't know ?,what did you do at nursery apart from oranges and lemons ? you don't know ?,today you went didn't you ? what did you do at nursery apart from oranges and lemons ? you don't know ?
22147,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,572,34.367,patient's .,agai .,cluding .,did you play with your friends ?,you must've done something . did you play with your friends ?,you don't know ? you must've done something . did you play with your friends ?
22148,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,575,34.367,.,.,.,did you play with your friends ?,you must've done something . did you play with your friends ?,you don't know ? you must've done something . did you play with your friends ?
22149,Becky,29,"what did I do , mum ?",what did I do mum ?,5,7,5,5,5,5,5,Becky/021011.cha,576,34.367,piles th happening cheek lucky ?,racke twister dive oodoodoo injured ?,sottie vera's bited laughy nicks ?,did you play with your friends ?,you must've done something . did you play with your friends ?,you don't know ? you must've done something . did you play with your friends ?
22150,Becky,29,yeah ?,yeah ?,1,1,1,1,1,1,1,Becky/021011.cha,585,34.367,anyway ?,knocked ?,drank ?,Becky .,Becky . Becky .,did you play with your friends ? Becky . Becky .
22151,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,594,34.367,hop .,lids .,nex .,did you play with with dolls ?,don't pick your nose . did you play with with dolls ?,Becky . don't pick your nose . did you play with with dolls ?
22152,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,600,34.367,children .,awf .,nancy's .,did you ?,did you play with with dolls ? did you ?,don't pick your nose . did you play with with dolls ? did you ?
22153,Becky,29,"and what can I do now , mum ?",and what can I do now mum ?,7,8,7,7,7,7,7,Becky/021011.cha,603,34.367,scooping dean's chips fasten cupcakes cherrys sippy ?,jackets malta twen silvery pleasy knives notebook ?,lead untangle jumps window except caught waffles ?,did you ?,did you play with with dolls ? did you ?,don't pick your nose . did you play with with dolls ? did you ?
22154,Becky,29,we can go home .,we can go home .,4,4,4,5,4,4,4,Becky/021011.cha,609,34.367,blow presents rode hens .,lulu la temp carseats .,vanilla fishies taxi boy .,let's have a look .,did you ? let's have a look .,did you play with with dolls ? did you ? let's have a look .
22155,Becky,29,we can go home .,we can go home .,4,4,4,5,4,4,4,Becky/021011.cha,612,34.367,puppy music rightie driver .,crib delivers pincher octopus .,vaccines loosed nag tinkertoys .,let's have a look .,did you ? let's have a look .,did you play with with dolls ? did you ? let's have a look .
22156,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,627,34.367,sneak .,coby .,trader .,do you wanna play skittles ?,wanna play skittles ? do you wanna play skittles ?,hm ? wanna play skittles ? do you wanna play skittles ?
22157,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,636,34.367,.,.,.,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22158,Becky,29,this one ?,this one ?,2,2,2,2,2,2,2,Becky/021011.cha,637,34.367,pens trong ?,teeny boss ?,hippo biting ?,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22159,Becky,29,thanks .,thanks .,1,1,1,1,1,1,1,Becky/021011.cha,640,34.367,posting .,pompoms .,measels .,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22160,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,643,34.367,baggage .,overlooked .,caught .,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22161,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,646,34.367,.,.,.,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22162,Becky,29,here's ones .,here's ones .,2,3,4,4,4,4,2,Becky/021011.cha,647,34.367,all smallest .,meadows tire's .,leaf kittens .,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22163,Becky,29,here's mine's [*] .,here's mine's .,2,4,4,4,4,4,2,Becky/021011.cha,653,34.367,footprints matching [*] .,grover photos [*] .,buyeded dap [*] .,get some skittles .,come on then . get some skittles .,do you wanna play skittles ? come on then . get some skittles .
22164,Becky,29,what ?,what ?,1,1,1,1,1,1,1,Becky/021011.cha,663,34.367,tyres ?,dadadadadada ?,hippo ?,.,get some skittles . .,come on then . get some skittles . .
22165,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,667,34.367,violet .,blows .,skap .,.,. .,get some skittles . . .
22166,Becky,29,these are +//.,these are .,2,3,2,3,2,2,2,Becky/021011.cha,670,34.367,codger steady +//.,tog cour +//.,microscope abner +//.,.,. .,get some skittles . . .
22167,Becky,29,they fall down .,they fall down .,3,3,3,3,4,3,3,Becky/021011.cha,673,34.367,scoops gum cone .,couplings j evening .,skull nutses michigan .,.,. .,get some skittles . . .
22168,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,682,34.367,wen .,pret .,tapir .,they don't stand up very well on the carpet do they ?,yeah . they don't stand up very well on the carpet do they ?,. yeah . they don't stand up very well on the carpet do they ?
22169,Becky,29,do they ?,do they ?,2,2,2,2,3,2,2,Becky/021011.cha,685,34.367,forth priest ?,birmingham fing ?,granmda woodpeckers ?,they don't stand up very well on the carpet do they ?,yeah . they don't stand up very well on the carpet do they ?,. yeah . they don't stand up very well on the carpet do they ?
22170,Becky,29,do they stand on the table ?,do they stand on the table ?,6,6,6,7,7,7,6,Becky/021011.cha,688,34.367,juggling supermarket stole skinny learn whacker ?,rootin tomorrow buzzah cheeses behaving twigs ?,ayenie raked kadoo pufferfish ew guy's ?,they don't stand up very well on the carpet do they ?,yeah . they don't stand up very well on the carpet do they ?,. yeah . they don't stand up very well on the carpet do they ?
22171,Becky,29,this one's fall [*] over .,this one's fall over .,4,5,6,6,6,6,4,Becky/021011.cha,703,34.367,surfboards squid toward ago .,comic decorating spear dolphin .,send faith not's loads .,they're better on there .,stand on here look . they're better on there .,that's right . stand on here look . they're better on there .
22172,Becky,29,yeah ?,yeah ?,1,1,1,1,1,1,1,Becky/021011.cha,725,34.367,house ?,dropsies ?,bolts ?,you come over here .,now . you come over here .,right . now . you come over here .
22173,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,758,34.367,.,.,.,come on then .,come back here . come on then .,come back here . come back here . come on then .
22174,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,780,34.367,.,.,.,you're always cheating aren't you ?,you're forever cheating you are . you're always cheating aren't you ?,that's cheating . you're forever cheating you are . you're always cheating aren't you ?
22175,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,796,34.367,.,.,.,that hurts me .,ow . that hurts me .,no Becky . ow . that hurts me .
22176,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,800,34.367,.,.,.,where's the other ball gone ?,that hurts me . where's the other ball gone ?,ow . that hurts me . where's the other ball gone ?
22177,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,807,34.367,brown .,goobadimunim .,wasn't .,it's here .,oh . it's here .,where's the other ball gone ? oh . it's here .
22178,Becky,29,there .,there .,1,1,1,2,1,1,1,Becky/021011.cha,810,34.367,dinner .,pinga .,yolk .,it's here .,oh . it's here .,where's the other ball gone ? oh . it's here .
22179,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,831,34.367,.,.,.,no ?,try that . no ?,well done . try that . no ?
22180,Becky,29,oh no .,oh no .,2,2,2,2,2,2,2,Becky/021011.cha,853,34.367,hadn't recycling .,buzzhart definite .,washing whatchamacallits .,and the and the other ball .,oh . and the and the other ball .,well done . oh . and the and the other ball .
22181,Becky,29,I [* 0am] going to get this .,I going to get this .,5,6,5,5,5,5,5,Becky/021011.cha,856,34.367,anne doughnuts sheep's covered bag .,winner candycanes hairspray chine peppies .,ch greedy heat neckla screech .,and the and the other ball .,oh . and the and the other ball .,well done . oh . and the and the other ball .
22182,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,865,34.367,puffin .,core .,hammer's .,you're a cheater aren't you ?,no no . you're a cheater aren't you ?,and the and the other ball . no no . you're a cheater aren't you ?
22183,Becky,29,you cheater .,you cheater .,2,2,3,3,3,3,2,Becky/021011.cha,868,34.367,timmy cot .,grit petal .,scattered riverside .,you're a cheater aren't you ?,no no . you're a cheater aren't you ?,and the and the other ball . no no . you're a cheater aren't you ?
22184,Becky,29,why shall I stand up ?,why shall I stand up ?,5,5,5,5,5,5,5,Becky/021011.cha,892,34.367,jeff mudge germs takes pancaster ?,butterfly falling valentine's schumacher map ?,cheerful moons greenie bayoup ien ?,oh .,stand up . oh .,stand up . stand up . oh .
22185,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,898,34.367,clickety .,agree .,kadoo .,why ?,oh . why ?,stand up . oh . why ?
22186,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,916,34.367,willow .,jumpity .,tablecloth .,do you want another go ?,up you get . do you want another go ?,come on . up you get . do you want another go ?
22187,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,922,34.367,tweaked .,riv .,horton .,want another go ?,do you want another go ? want another go ?,up you get . do you want another go ? want another go ?
22188,Becky,29,I'm going xxx .,I'm going .,2,3,2,2,2,2,2,Becky/021011.cha,928,34.367,mc corners .,robber ughoh .,shooting flyin .,go on then .,want another go ? go on then .,do you want another go ? want another go ? go on then .
22189,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,936,34.367,.,.,.,stand the skittles up then .,go on then . stand the skittles up then .,want another go ? go on then . stand the skittles up then .
22190,Becky,29,they don't stand up .,they don't stand up .,4,5,4,4,5,4,4,Becky/021011.cha,937,34.367,splag thompson wagon vacuu .,holiday jezabel lanzarotte piglet's .,elvis seethrough wha'you arm's .,stand the skittles up then .,go on then . stand the skittles up then .,want another go ? go on then . stand the skittles up then .
22191,Becky,29,what ?,what ?,1,1,1,1,1,1,1,Becky/021011.cha,946,34.367,number ?,kits ?,donald's ?,try the other blue .,go on . try the other blue .,stand the skittles up then . go on . try the other blue .
22192,Becky,29,oh no .,oh no .,2,2,2,2,2,2,2,Becky/021011.cha,958,34.367,spring loo .,yuv lennon .,yelling oswald .,oh .,get the other red one . oh .,that's it . get the other red one . oh .
22193,Becky,29,xxx .,.,0,0,0,0,0,0,0,Becky/021011.cha,961,34.367,.,.,.,oh .,get the other red one . oh .,that's it . get the other red one . oh .
22194,Becky,29,they knocked +...,they knocked .,2,4,3,3,4,3,2,Becky/021011.cha,962,34.367,dogs yeh +...,cherry's zap +...,phonograph cone +...,oh .,get the other red one . oh .,that's it . get the other red one . oh .
22195,Becky,29,ladies and gentleman .,ladies and gentleman .,3,3,6,6,6,6,3,Becky/021011.cha,965,34.367,gazpacho five gotcha .,coolest pon mangoes .,antlers checkout roger .,oh .,get the other red one . oh .,that's it . get the other red one . oh .
22196,Becky,29,welcome to your crashing game .,welcome to your crashing game .,5,5,7,9,7,7,5,Becky/021011.cha,968,34.367,slosh wye railway doves skyscraper .,pasta lynn bap piper's minie .,retach danger paperclip biscuits trai .,oh .,get the other red one . oh .,that's it . get the other red one . oh .
22197,Becky,29,your crashing game .,your crashing game .,3,3,4,5,4,4,3,Becky/021011.cha,974,34.367,caitlin airport died .,dino linguine trouser .,aunts handkerchief solider .,your what ?,oh . your what ?,get the other red one . oh . your what ?
22198,Becky,29,oh look .,oh look .,2,2,2,2,2,2,2,Becky/021011.cha,977,34.367,crocodiles carpet .,ip fessor .,rod attach .,your what ?,oh . your what ?,get the other red one . oh . your what ?
22199,Becky,29,behind you .,behind you .,2,2,3,3,3,3,2,Becky/021011.cha,980,34.367,cymbal monk .,russell zeros .,vehicle tahini .,your what ?,oh . your what ?,get the other red one . oh . your what ?
22200,Becky,29,there .,there .,1,1,1,2,1,1,1,Becky/021011.cha,986,34.367,boosibahdiboo .,lint .,labba .,what ?,your what ? what ?,oh . your what ? what ?
22201,Becky,29,it's a pup .,it's a pup .,3,4,3,3,3,3,3,Becky/021011.cha,995,34.367,fetching walks six .,by art squids .,manners moke bubbly .,what is it ?,oh . what is it ?,what ? oh . what is it ?
22202,Becky,29,it's a pup .,it's a pup .,3,4,3,3,3,3,3,Becky/021011.cha,1001,34.367,twisted olive puppy .,ian beegayguhpuhgay tickled .,major's wella itself .,it's a what ?,what is it ? it's a what ?,oh . what is it ? it's a what ?
22203,Becky,29,yeah .,yeah .,1,1,1,1,1,1,1,Becky/021011.cha,1007,34.367,stabbing .,stockin .,z .,a pup ?,it's a what ? a pup ?,what is it ? it's a what ? a pup ?
22204,Becky,29,oh .,oh .,1,1,1,1,1,1,1,Becky/021011.cha,1013,34.367,squishing .,kay .,fireplace .,it's a fly is it ?,a pup ? it's a fly is it ?,it's a what ? a pup ? it's a fly is it ?
22205,Becky,29,he's gone now .,he's gone now .,3,5,3,4,3,3,3,Becky/021011.cha,1016,34.367,fawn goed holding .,point gimme stickies .,peed puddles cug .,it's a fly is it ?,a pup ? it's a fly is it ?,it's a what ? a pup ? it's a fly is it ?
22206,Becky,29,why ?,why ?,1,1,1,1,1,1,1,Becky/021011.cha,1022,34.367,matching ?,wyo ?,balanced ?,gone behind the curtain .,it's a fly is it ? gone behind the curtain .,a pup ? it's a fly is it ? gone behind the curtain .
22207,Becky,29,why's he hiding ?,why's he hiding ?,3,4,4,4,4,4,3,Becky/021011.cha,1028,34.367,auntie's tozy marker ?,rained he'd helps ?,concrete caroline shaving ?,hiding from you .,gone behind the curtain . hiding from you .,it's a fly is it ? gone behind the curtain . hiding from you .
22208,Becky,29,where is he ?,where is he ?,3,3,3,4,3,3,3,Becky/021011.cha,1031,34.367,pest lorry bum ?,wringing chuckie ming ?,raymond years ed ?,hiding from you .,gone behind the curtain . hiding from you .,it's a fly is it ? gone behind the curtain . hiding from you .
22209,Becky,29,what curtain ?,what curtain ?,2,2,3,3,3,3,2,Becky/021011.cha,1037,34.367,picture boxer ?,bouncing clive ?,traffic dressed ?,he's behind the curtain .,hiding from you . he's behind the curtain .,gone behind the curtain . hiding from you . he's behind the curtain .
22210,Becky,29,ow .,ow .,1,1,1,1,1,1,1,Becky/021011.cha,1041,34.367,chool .,bam .,manger .,.,he's behind the curtain . .,hiding from you . he's behind the curtain . .
22211,Becky,29,what [/] what curtain ?,what what curtain ?,3,2,4,4,4,4,3,Becky/021011.cha,1044,34.367,period thirteen fat ?,buckets liberty's screamin ?,dunk alistair sclot ?,.,he's behind the curtain . .,hiding from you . he's behind the curtain . .
22212,Becky,29,can I see him ?,can I see him ?,4,4,4,4,4,4,4,Becky/021011.cha,1050,34.367,circle monkey blackbirds emrie ?,piggie steamy snowmen yoddy ?,handler punchypunch carriage party's ?,that curtain ?,. that curtain ?,he's behind the curtain . . that curtain ?
22213,Becky,29,I can't see him .,I can't see him .,4,5,4,4,4,4,4,Becky/021011.cha,1059,34.367,sprinkles me tucked piggy .,gay gypsy cuse'ed candies .,jar house shave jessica .,he's up at the top .,if you wanna . he's up at the top .,that curtain ? if you wanna . he's up at the top .
22214,Becky,29,sorry .,sorry .,1,1,2,2,2,2,1,Becky/021011.cha,1062,34.367,adele .,stupid .,eek .,he's up at the top .,if you wanna . he's up at the top .,that curtain ? if you wanna . he's up at the top .
